,City,Cloudiness,Country,Date,Humidity,Temp,Lat,Lng,Wind Speed
387,usagara,20,TZ,1592343988,60,71.6,-2.68,33.0,9.17
388,hualmay,3,PE,1592343988,74,65.95,-11.1,-77.61,12.48
389,mugumu,40,TZ,1592343988,86,59.05,-1.85,34.7,3.11
390,nardaran,0,AZ,1592343988,78,73.4,40.56,50.01,13.87
391,mattawa,46,US,1592343988,37,68.0,46.74,-119.9,4.7
392,balsas,56,BR,1592343989,58,80.55,-7.53,-46.04,6.73
393,touros,75,BR,1592343866,94,77.0,-5.2,-35.46,5.82
394,cap malheureux,0,MU,1592343989,87,66.0,-19.98,57.61,4.0
395,hare bay,75,CA,1592343989,34,68.0,48.85,-54.01,11.41
396,sao miguel do araguaia,4,BR,1592343812,54,75.7,-13.28,-50.16,3.8
397,agbannawag,10,PH,1592343989,86,75.9,15.68,121.08,3.87
398,richmond,90,US,1592343700,82,64.4,37.55,-77.46,9.17
399,kamenka,9,RU,1592343990,60,59.0,51.32,42.77,7.58
400,muli,52,MV,1592343990,77,83.57,2.92,73.57,11.05
401,grand gaube,1,MU,1592343990,87,66.0,-20.01,57.66,4.0
402,chegdomyn,77,RU,1592343990,69,51.26,51.12,133.02,2.24
403,gamba,100,GA,1592343991,91,73.27,-2.65,10.0,5.37
404,ahipara,76,NZ,1592343991,81,60.58,-35.17,173.17,9.82
405,broken hill,45,AU,1592343991,81,46.4,-31.95,141.43,5.82
406,chyhyryn,100,UA,1592343991,88,67.05,49.08,32.66,11.92
407,barillas,98,GT,1592343939,87,69.66,15.8,-91.32,3.06
408,bogorodskoye,100,RU,1592343991,94,65.08,56.55,37.88,3.0
409,boyolangu,85,ID,1592343992,90,75.76,-8.12,111.89,2.93
410,hay river,75,CA,1592343992,75,46.4,60.82,-115.8,9.17
411,gijon,26,ES,1592343780,84,60.01,43.54,-5.66,4.0
412,houlton,1,US,1592343992,28,84.0,46.13,-67.84,9.17
413,ndele,49,CF,1592343992,88,71.91,8.41,20.65,4.45
414,provideniya,36,RU,1592343992,54,57.2,64.38,-173.3,4.47
415,maryville,90,US,1592343702,56,71.01,35.76,-83.97,10.29
416,bowen,4,AU,1592343993,88,72.0,-20.02,148.23,5.82
417,ola,20,RU,1592343993,66,53.38,59.58,151.28,6.87
418,sao joao da barra,40,BR,1592343993,83,69.8,-21.64,-41.05,6.93
419,winnemucca,40,US,1592343993,34,64.4,40.97,-117.74,19.46
420,weston,56,US,1592343790,43,87.01,26.1,-80.4,11.81
421,san andres,75,CO,1592343889,83,84.2,12.58,-81.7,5.82
422,cacoal,2,BR,1592343994,72,77.22,-11.44,-61.45,3.36
423,bulalacao,53,PH,1592343994,77,81.19,12.33,121.34,10.47
424,kaseda,75,JP,1592343965,88,68.0,31.42,130.32,6.93
425,aswan,0,EG,1592343994,15,83.34,24.09,32.91,4.43
426,eidfjord,53,NO,1592343995,69,59.0,60.47,7.07,1.79
427,souillac,40,MU,1592343995,88,68.0,-20.52,57.52,11.41
428,astara,40,AZ,1592343995,82,68.0,38.5,48.67,1.59
429,kasempa,59,ZM,1592343995,59,56.62,-13.46,25.83,8.19
430,hambantota,100,LK,1592343995,85,81.1,6.12,81.12,14.99
431,altay,51,CN,1592343996,47,61.47,47.87,88.12,5.01
432,ngunguru,1,NZ,1592343996,94,54.0,-35.62,174.5,3.0
433,vardo,96,NO,1592343996,70,42.8,70.37,31.11,11.41
434,sume,39,BR,1592343996,78,71.26,-7.67,-36.88,10.94
435,botwood,100,CA,1592343996,34,71.01,49.15,-55.35,1.01
436,magistralnyy,46,RU,1592343996,83,49.84,56.17,107.45,2.21
437,lasa,75,IT,1592343996,87,53.6,46.62,10.7,1.95
438,san patricio,5,MX,1592343996,79,84.2,19.22,-104.7,13.87
439,khandyga,7,RU,1592343997,50,69.76,62.67,135.6,1.74
440,tarakan,1,ID,1592343997,83,79.84,3.3,117.63,4.41
441,tamiahua,25,MX,1592343997,65,84.87,21.27,-97.45,10.78
442,lima,14,PE,1592343840,68,66.2,-12.04,-77.03,12.75
443,cairns,12,AU,1592343733,83,71.6,-16.92,145.77,10.29
444,berlevag,99,NO,1592343998,76,42.6,70.86,29.09,18.68
445,krasnoselkup,95,RU,1592343998,70,43.48,65.7,82.47,1.28
446,dunedin,100,NZ,1592343950,54,59.0,-45.87,170.5,11.99
447,kirakira,98,SB,1592343998,87,79.45,-10.45,161.92,10.0
448,sungaipenuh,97,ID,1592343764,92,64.56,-2.08,101.38,2.57
449,bilma,0,NE,1592343998,13,89.74,18.69,12.92,15.97
450,timizart,59,DZ,1592343998,60,65.03,36.8,4.27,5.66
451,nouakchott,59,MR,1592343705,83,77.0,18.09,-15.98,14.99
452,bougouni,72,ML,1592343999,41,88.86,11.42,-7.48,9.73
453,caravelas,74,BR,1592343947,89,72.41,-17.71,-39.25,14.83
454,buraydah,6,SA,1592343840,19,91.4,26.33,43.98,11.41
455,blejesti,57,RO,1592343999,93,66.99,44.3,25.47,1.97
456,rutana,29,BI,1592343999,79,55.9,-3.87,30.1,2.48
457,bronnoysund,40,NO,1592343793,77,60.8,65.46,12.2,10.29
458,olean,1,US,1592344000,35,80.01,42.08,-78.43,7.2
459,bonavista,26,CA,1592344000,59,59.4,48.65,-53.11,13.35
460,honningsvag,75,NO,1592344000,86,41.0,70.98,25.97,12.75
461,clinton,20,US,1592344000,44,82.99,42.59,-82.92,6.93
462,royan,69,FR,1592344000,87,59.0,45.63,-1.03,5.82
463,goundam,3,ML,1592344000,8,102.02,16.41,-3.67,10.87
464,pangnirtung,75,CA,1592344000,64,39.2,66.15,-65.71,8.05
465,barberton,100,ZA,1592344001,100,53.6,-25.79,31.05,2.24
466,ginir,3,ET,1592344001,99,56.98,7.13,40.7,7.31
467,kalabo,24,ZM,1592344001,55,59.56,-14.97,22.68,9.24
468,erbaa,0,TR,1592344001,88,66.2,40.67,36.57,2.24
469,rzhev,92,RU,1592344001,95,64.92,56.26,34.33,5.79
470,yuli,84,NG,1592344001,88,71.37,9.7,10.27,12.8
471,angoram,98,PG,1592344002,97,74.66,-4.06,144.07,1.77
472,oga,90,IT,1592344002,100,53.6,46.46,10.35,1.12
473,yenagoa,100,NG,1592344002,94,75.88,4.92,6.26,4.81
474,sibu,75,MY,1592343908,94,77.0,2.3,111.82,2.24
475,kharan,0,PK,1592343847,11,89.29,28.58,65.42,5.55
476,san carlos de bariloche,75,AR,1592343809,84,46.4,-41.15,-71.31,5.82
477,daryapur,74,IN,1592344002,70,84.25,20.93,77.33,8.81
478,gambela,99,ET,1592344002,74,73.31,8.25,34.58,3.4
479,tres arroyos,100,AR,1592344003,68,57.49,-38.37,-60.28,4.14
480,namibe,0,AO,1592344003,63,72.05,-15.2,12.15,5.53
481,sechenovo,25,RU,1592344003,96,59.47,55.22,45.89,7.38
482,cururupu,1,BR,1592343809,87,76.69,-1.83,-44.87,3.83
483,challapata,0,BO,1592344003,46,50.38,-18.9,-66.77,2.93
484,teguise,84,ES,1592344003,83,73.4,29.06,-13.56,6.93
485,stranda,92,NO,1592344004,86,63.0,62.31,6.94,0.58
486,san jeronimo,12,PE,1592344004,48,59.99,-11.95,-75.28,5.68
487,kavaratti,100,IN,1592343986,77,84.38,10.57,72.64,21.63
488,westport,1,US,1592343874,56,73.0,41.14,-73.36,5.82
489,dawlatabad,0,AF,1592344004,16,80.98,36.41,64.91,4.05
490,ampanihy,41,MG,1592344005,83,62.56,-24.7,44.75,13.2
491,sorrento,40,IT,1592344005,82,68.0,40.63,14.37,5.82
492,okhotsk,0,RU,1592344005,70,53.13,59.38,143.3,3.42
493,englehart,1,CA,1592343952,34,78.8,47.82,-79.87,18.34
494,eston,75,CA,1592343959,30,71.6,51.15,-108.75,3.36
495,dargaville,5,NZ,1592344005,81,57.74,-35.93,173.88,6.06
496,inzai,20,JP,1592344006,88,77.0,35.8,140.18,4.7
497,anloga,20,GH,1592344006,88,80.6,5.79,0.9,9.17
498,twentynine palms,1,US,1592344006,9,96.8,34.14,-116.05,17.22
499,kroya,87,ID,1592344006,90,76.98,-7.63,109.25,4.7
500,rio gallegos,75,AR,1592344006,92,30.2,-51.62,-69.22,10.29
501,henties bay,0,NA,1592344006,36,69.55,-22.12,14.28,8.84
502,najran,50,SA,1592344006,19,80.6,17.49,44.13,4.7
503,sohag,0,EG,1592344007,20,83.28,26.56,31.69,6.87
504,ustyuzhna,10,RU,1592344007,92,63.18,58.84,36.43,1.59
505,sorland,7,NO,1592344007,79,50.22,67.67,12.69,13.96
506,lagoa,7,PT,1592344007,92,64.87,39.05,-27.98,14.88
507,sao filipe,0,CV,1592344007,80,76.84,14.9,-24.5,9.44
508,talnakh,96,RU,1592344007,86,39.2,69.49,88.4,11.18
509,katete,35,UG,1592344007,92,60.37,-0.78,29.75,3.87
510,viransehir,0,TR,1592344008,30,78.49,37.24,39.76,7.34
511,nueve de julio,100,AR,1592344008,87,66.99,-35.44,-60.88,1.99
512,nakhon phanom,100,TH,1592344008,95,74.39,17.41,104.78,4.59
513,grand baie,1,MU,1592344008,87,66.0,-20.02,57.58,4.0
514,damghan,1,IR,1592344008,22,77.32,36.17,54.35,1.43
515,egvekinot,0,RU,1592344009,35,58.68,66.32,-179.17,2.15
516,haines junction,100,CA,1592344009,42,63.91,60.75,-137.51,7.36
517,atbasar,11,KZ,1592344009,67,52.2,51.8,68.33,7.78
518,severnyy,98,RU,1592344009,37,69.8,50.68,36.55,11.18
519,voyvozh,97,RU,1592344009,85,43.27,62.89,54.96,8.68
520,mayo,1,US,1592344009,49,73.99,38.89,-76.51,8.05
521,aksu,76,CN,1592344010,42,70.0,41.12,80.26,5.86
522,muros,29,ES,1592344010,78,61.0,42.78,-9.06,1.01
523,ostrovnoy,94,RU,1592344010,72,43.18,68.05,39.51,5.32
524,tavda,59,RU,1592344011,74,60.3,58.04,65.27,7.85
525,belz,1,FR,1592344011,83,61.0,47.68,-3.17,9.71
526,tahe,0,CN,1592344010,67,55.45,52.33,124.73,2.77
527,sayyan,51,YE,1592344012,35,67.23,15.17,44.32,2.17
528,rakiv lis,100,UA,1592344012,96,63.81,51.62,24.92,7.9
529,ostersund,0,SE,1592344012,60,68.0,63.18,14.64,11.41
530,borodino,4,RU,1592344012,83,43.57,55.91,94.9,2.8
531,mersing,95,MY,1592344012,100,77.0,2.43,103.84,4.7
532,hailun,20,CN,1592344012,93,56.91,47.45,126.93,11.3
533,ekhabi,100,RU,1592344012,90,40.26,53.51,142.97,5.06
534,lompoc,0,US,1592344013,56,68.0,34.64,-120.46,20.8
535,mango,75,US,1592343755,58,89.01,27.98,-82.31,6.93
536,palmas,3,BR,1592344013,45,84.2,-10.21,-48.36,6.93
537,da nang,75,VN,1592343830,83,82.4,16.07,108.22,3.36
538,ishigaki,40,JP,1592344013,94,82.4,24.34,124.16,10.29
539,hunchun,13,CN,1592344013,67,67.39,42.87,130.36,1.3
540,khandbari,100,NP,1592344013,68,72.7,27.37,87.2,1.74
541,erzin,6,TR,1592344013,84,72.0,36.96,36.2,0.85
542,ambon,42,ID,1592344014,96,81.0,-3.7,128.18,1.01
543,singkang,20,MY,1592344014,88,77.0,2.1,102.8,1.5
544,ahuimanu,90,US,1592344014,54,84.2,21.44,-157.84,12.75
545,roznava,75,SK,1592344014,93,66.2,48.66,20.54,2.24
546,ketchikan,90,US,1592344014,67,57.2,55.34,-131.65,13.87
547,przasnysz,70,PL,1592344015,100,63.0,53.02,20.88,4.61
548,taltal,100,CL,1592344015,74,58.23,-25.4,-70.48,5.3
549,aurillac,99,FR,1592344015,100,53.01,44.92,2.45,1.72
550,la libertad,48,EC,1592344015,69,80.6,-2.23,-80.9,9.17
551,plouzane,90,FR,1592344015,93,55.4,48.38,-4.62,3.36
552,pisco,5,PE,1592343849,68,68.0,-13.7,-76.22,14.99
553,odweyne,95,SO,1592344015,55,74.91,9.41,45.06,14.63
554,farafangana,85,MG,1592344016,85,66.76,-22.82,47.83,7.56
555,brejo da madre de deus,31,BR,1592344016,93,66.31,-8.15,-36.37,10.89
556,alvorada,10,BR,1592343873,53,78.51,-12.48,-49.12,10.16
557,floro,19,NO,1592344016,72,64.4,61.6,5.03,2.06
558,ust-koksa,50,RU,1592344016,77,50.85,50.27,85.61,2.17
559,chernyshevskiy,100,RU,1592344016,88,52.3,63.01,112.47,2.15
560,am timan,97,TD,1592344017,47,85.32,11.03,20.28,10.65
561,martaban,100,MM,1592344017,91,77.36,16.53,97.61,5.84
562,fontem,95,CM,1592344017,95,67.5,5.47,9.88,1.86
563,roald,90,NO,1592344017,100,64.0,62.58,6.13,8.05
564,high level,90,CA,1592344018,81,53.6,58.52,-117.14,10.29
565,port hardy,20,CA,1592343960,63,60.8,50.7,-127.42,16.11
